,Reviews
4297,"The in hand feel of this phone is just awesome.Camera is very decent.When it comes to performance there is no compromise, it runs COD in high settings buttery smooth.Here are some pros and cons Pros.1. Display is very good.2. Performance of 778g is next level3. Fast charging will blow your mind (full charge in 30min)4. Looks and feel is best 5. Has a headphone jack (bonus)Cons.1. Battery won't last full day but fast charging covers that2.does not have aluminium frame3. No gorill..."
4298,Good mobile Good gamingGood battery 65 wattOnly backup battery low
4299,Brilliant
4300,Great phone got it at 13k.(with exchange)amazing performancecamera is good but need some optimization and great night mode.great displayoverall a good package at great priceYou'll get a 8-9 hrs of battery life with normal usage
4301,BeastThe Best and a beast at 21000.
4302,Good product
4303,Nice product
4304,Not satisfied. Battery draining issue.sound quality not good.
4305,Good phone got with excellent additional exchange rate of 7000 on old mobile
4306,Only con i feel is in this price range company should give Dual Stereo speaker instead of single speaker.
4307,Heating problem and battery backup is worst
4308,Good
4309,"I have been using iPhone 7 for more than a year and I thought it's time to change the phone so I exchanged it. Luckily I got it for a pretty good deal. Overall the initial impressions are phenomenal. Generally, there's a saying that once you start using IOS, it's hard to move for andriod. Well, I do worried about that because the interface and reliability that is provided by Apple was unique and stands out, but with the Realme GT Master Edition my perspective has totally changed and I complet..."
4310,"I liked this product very much, worth of money. Good display good performanceExcellent Bettery Charging speed, full day battery in around 15 minutes😍😍😍😍"
4311,Nyc phone and nyc gaming performance
4312,Value for money Best for pubg and bgmi No heating Battery last for 1 day
4313,Very good quality no. 1👍👍
4314,Good
4315,Best in this range
4316,"Good product, value for money."
4317,The phone performs as per the specifications.The only issue is that the default screen guard provided had bubbles.This should be ideally replaced.
4318,Overall good device. Performance is good. Also does not getting hot.. Like it...
4319,Cameras are little bit disappointed other than cameras everything is great in this phone and best point is its charger.
4320,After update 240mb app lock finger print not working and also hanging problem.hve to restart 4 times in a day. Purchase in BBD. Why this is happening don't know guys plz dnt update.
4321,Nice phone thanks to flipcart
4322,Battery is not good but charger is awesome
4323,Review after 1 day of use. Battery life is not that good. If used on full charge within 6hrs it reaches 30%. Other things like camera and performance is good.
4324,Mobile was good but battery drain issue screen on time 3 and 3/3 hours only
4325,Awesome product
4326,Mobile is good as expectations. But back camera is average. Flipkart exchange process is very bad. Their executive having very bad experience to checkup of old phone.they always try to found one of the minor default in your old phone for reduse your rate of mobile. Due to attractive offer we can not refuse the order and we traped. So please don't exchange your old mobile
4327,"Nice phone. Everything is best like sound quality, picture, camera, processor etc. If you think to buy this phone I can say that you go buy this phone."
4328,Good as expected feeling very Happy thank you flipkart
4329,1. Charging speed is insane2. Display quality up to mark3. Most stable processor 4. 120Hz display like Butter 🧈5. Looks premium and Light weight compact
4330,I am using it from 2days and it's a very balannsed phone I am confues between poco x3pro and realme gt master then I go for gt master because it's 5g + it's performance is good +it's camera is better+It has ammoled display+ it's a balanced phone
4331,"Camera Quality and battery performance is average, rest are great."
4332,Best performance in all things and display is super. Camer is also good . And battery backup and fast charging is very good.look is also super.
4333,Best in the market
4334,Happy with the purchase .. i wish i could buy it using card discount ..so that it will be more value for money ..but unfortunately my card is not supported on that offer .. pretty good camera
4335,Awesome phone .. all features are awesome and good
4336,Thanks
4337,Confused bw iphone 12 mini and other options too... Finally got GT master and it never disappointed me!Great value for money as got this for 18k in flash sale. Charges 0-100 in 30mins and easily get through the day with moderate use You may get used to it in 2-3 days. 👍
4338,Nice mobile but price should be decreased 🥵🌝
4339,Speaker some time is not working
4340,"Best budget phone in this price sigment and amazing performance, value for money 💰"
4341,Very good  👍 product
4342,Camera is good
4343,Perfect mobile in this range
4344,Rajkishore patraWish a happy durga puja to all nears and dears
4345,Very nice and slim mobile. I like it. Thanks Flipkart.
4346,Charger is best thing in the phone and night selfie camera ProsSlim and stylishDisplay and night mode camera is goodProcessor is fast Speaker is awesome. ConsBattery backup is okToo many installed applicationMobile should be little more broader
4347,Money waste phone on flipcart
4348,Battery drain so fast but charging speed is too good
4349,"To be very true, I am very much discussed satisfied with the phone. I have used OnePlus Nord 2 also and it's par with it in terms of feel of the phone on day to day basis comparison. ☺️☺️ I am content with the phone!But for a minute black spot on the display I was charged nineteen hundred rupees"
4350,Very good.
4351,"Got a veyi good resale value of my old phone, thanks to flipkart"
4352,Owsm -camera Owsm- batteryOwsm -performanceAnd grey colour is just owsm Just goo for it.
4353,It's an amazing phone..GT mode is superb
4354,"Display - 3.9 Big fan of Samsung's display, M31's Display is far better Camera - 3.5 Could have been betterPerformance - 4 ( Not played games till now, but felt good )Build - 3.5The aluminum frame doesn't look good with white body"
4355,Excellent💯👍👏👍👏 product
4356,Nice build quality and good phone worth 20000.
4357,"Phone screen suddenly blackout, now it is not getting switched on. I have raised the replacement request yesterday morning till no response from Flipkart.Now i feel why i purchased this phone, it would be better if I would purchase MI 11x"
4358,Realme GT ... Master Edition ... Best phone in this price range ...
4359,Nice phone but white color is very bad
4360,Nice
4361,Awesome phone 😄..I m very happy
4362,Very good slim phone and good to handle 😉
4363,"Super Slim , light weight , Primium Build ,PowerFul Device Go For It !!"
4364,Very nice purchase worth it
4365,Good phone at this price range. I like it very much.
4366,Good
4367,Best mobile. Just go for it. It's a masterpiece from realme. Awesome display and camera and a unique design. Performance is very impressive. Realme UI 2 features are awesome.I liked super power saving mode and sleep capsule features a lot.
4368,"Wow, wonderful deal by Flipkart, thank you so much realme and Flipkart. One of the best smartphone. Fully satisfied 🙃"
